.Box: 24.9781454025390417,24.9781454025390417,24.9781454025390417
4.140073 6.097073 5.319073 @ 0.500000 C[0,0,1,1]
5.046073 6.270073 5.580073 @ 0.500000 C[0,0,1,1]
6.613073 5.962073 6.664073 @ 0.500000 C[0,0,1,1]
7.804073 5.374073 6.065073 @ 0.500000 C[0,0,1,1]
9.578073 4.922073 6.418073 @ 0.500000 C[0,0,1,1]
0.246073 6.972073 6.014073 @ 0.500000 C[0,0,1,1]
2.358073 6.072073 5.844073 @ 0.500000 C[0,0,1,1]
3.290073 6.342073 5.645073 @ 0.500000 C[0,0,1,1]
7.346073 6.133073 5.738073 @ 0.500000 C[0,0,1,1]
10.387073 7.035073 6.333073 @ 0.500000 C[0,0,1,1]
3.876073 8.073073 5.281073 @ 0.500000 C[0,0,1,1]
4.296073 7.234073 5.582073 @ 0.500000 C[0,0,1,1]
5.264073 7.801073 5.332073 @ 0.500000 C[0,0,1,1]
5.937073 7.914073 5.955073 @ 0.500000 C[0,0,1,1]
9.994073 6.141073 6.307073 @ 0.500000 C[0,0,1,1]
11.202073 7.604073 5.497073 @ 0.500000 C[0,0,1,1]
4.955073 8.446073 6.237073 @ 0.500000 C[0,0,1,1]
5.823073 8.588073 5.239073 @ 0.500000 C[0,0,1,1]
7.885073 7.746073 5.663073 @ 0.500000 C[0,0,1,1]
8.401073 8.428073 6.150073 @ 0.500000 C[0,0,1,1]
10.349073 7.999073 5.630073 @ 0.500000 C[0,0,1,1]
11.107073 8.766073 5.745073 @ 0.500000 C[0,0,1,1]
0.882073 8.659073 5.961073 @ 0.500000 C[0,0,1,1]
2.503073 7.925073 5.865073 @ 0.500000 C[0,0,1,1]
7.129073 8.383073 5.625073 @ 0.500000 C[0,0,1,1]
10.174073 9.238073 6.449073 @ 0.500000 C[0,0,1,1]
12.231073 8.434073 5.581073 @ 0.500000 C[0,0,1,1]
2.690073 9.518073 6.350073 @ 0.500000 C[0,0,1,1]
5.032073 9.999073 6.171073 @ 0.500000 C[0,0,1,1]
9.245073 9.412073 5.932073 @ 0.500000 C[0,0,1,1]
7.028073 10.883073 5.897073 @ 0.500000 C[0,0,1,1]
9.046073 11.027073 5.946073 @ 0.500000 C[0,0,1,1]
10.577073 10.800073 6.723073 @ 0.500000 C[0,0,1,1]
11.855073 10.114073 6.259073 @ 0.500000 C[0,0,1,1]
0.217073 11.524073 5.427073 @ 0.500000 C[0,0,1,1]
1.075073 11.041073 5.566073 @ 0.500000 C[0,0,1,1]
2.814073 11.088073 6.035073 @ 0.500000 C[0,0,1,1]
2.447073 11.936073 5.680073 @ 0.500000 C[0,0,1,1]
3.875073 10.903073 5.908073 @ 0.500000 C[0,0,1,1]
5.345073 11.913073 6.308073 @ 0.500000 C[0,0,1,1]
6.338073 11.399073 5.437073 @ 0.500000 C[0,0,1,1]
3.610073 11.907073 5.762073 @ 0.500000 C[0,0,1,1]
7.437073 11.895073 5.584073 @ 0.500000 C[0,0,1,1]
9.949073 11.701073 6.293073 @ 0.500000 C[0,0,1,1]
4.193073 0.891073 6.539073 @ 0.500000 C[0,0,1,1]
4.988073 0.848073 5.961073 @ 0.500000 C[0,0,1,1]
3.275073 1.498073 6.205073 @ 0.500000 C[0,0,1,1]
3.591073 1.783073 7.136073 @ 0.500000 C[0,0,1,1]
4.845073 1.589073 7.075073 @ 0.500000 C[0,0,1,1]
5.913073 1.579073 7.188073 @ 0.500000 C[0,0,1,1]
6.518073 1.269073 6.494073 @ 0.500000 C[0,0,1,1]
1.151073 2.584073 6.267073 @ 0.500000 C[0,0,1,1]
2.943073 2.351073 6.665073 @ 0.500000 C[0,0,1,1]
4.177073 2.759073 6.271073 @ 0.500000 C[0,0,1,1]
11.905073 2.859073 6.825073 @ 0.500000 C[0,0,1,1]
5.826073 3.560073 6.618073 @ 0.500000 C[0,0,1,1]
6.675073 3.215073 6.709073 @ 0.500000 C[0,0,1,1]
7.944073 3.846073 6.279073 @ 0.500000 C[0,0,1,1]
9.201073 3.549073 7.105073 @ 0.500000 C[0,0,1,1]
11.056073 3.527073 6.242073 @ 0.500000 C[0,0,1,1]
11.855073 3.860073 6.739073 @ 0.500000 C[0,0,1,1]
1.117073 4.311073 6.638073 @ 0.500000 C[0,0,1,1]
6.233073 4.399073 6.391073 @ 0.500000 C[0,0,1,1]
10.120073 3.744073 6.802073 @ 0.500000 C[0,0,1,1]
3.567073 4.881073 6.626073 @ 0.500000 C[0,0,1,1]
4.564073 4.691073 6.667073 @ 0.500000 C[0,0,1,1]
7.109073 5.058073 6.647073 @ 0.500000 C[0,0,1,1]
8.927073 4.428073 6.822073 @ 0.500000 C[0,0,1,1]
0.843073 5.575073 6.261073 @ 0.500000 C[0,0,1,1]
10.886073 5.599073 6.346073 @ 0.500000 C[0,0,1,1]
1.276073 6.273073 6.798073 @ 0.500000 C[0,0,1,1]
5.311073 6.244073 6.731073 @ 0.500000 C[0,0,1,1]
7.289073 6.683073 6.549073 @ 0.500000 C[0,0,1,1]
11.354073 6.921073 6.395073 @ 0.500000 C[0,0,1,1]
11.186073 6.468073 5.583073 @ 0.500000 C[0,0,1,1]
1.517073 6.839073 6.039073 @ 0.500000 C[0,0,1,1]
9.257073 7.570073 6.710073 @ 0.500000 C[0,0,1,1]
12.129073 7.808073 6.765073 @ 0.500000 C[0,0,1,1]
1.035073 7.754073 6.138073 @ 0.500000 C[0,0,1,1]
2.937073 8.545073 6.608073 @ 0.500000 C[0,0,1,1]
3.644073 7.890073 6.185073 @ 0.500000 C[0,0,1,1]
4.802073 7.478073 6.385073 @ 0.500000 C[0,0,1,1]
6.901073 7.524073 5.922073 @ 0.500000 C[0,0,1,1]
7.548073 8.460073 6.660073 @ 0.500000 C[0,0,1,1]
11.175073 8.491073 6.653073 @ 0.500000 C[0,0,1,1]
4.011073 8.821073 6.394073 @ 0.500000 C[0,0,1,1]
9.340073 8.960073 6.871073 @ 0.500000 C[0,0,1,1]
3.372073 10.145073 6.295073 @ 0.500000 C[0,0,1,1]
6.047073 9.745073 6.883073 @ 0.500000 C[0,0,1,1]
10.616073 9.837073 5.914073 @ 0.500000 C[0,0,1,1]
12.054073 8.945073 6.521073 @ 0.500000 C[0,0,1,1]
5.045073 10.882073 6.313073 @ 0.500000 C[0,0,1,1]
6.001073 10.679073 6.264073 @ 0.500000 C[0,0,1,1]
7.905073 11.086073 6.157073 @ 0.500000 C[0,0,1,1]
9.058073 10.168073 6.484073 @ 0.500000 C[0,0,1,1]
11.702073 10.769073 6.982073 @ 0.500000 C[0,0,1,1]
0.855073 10.907073 6.509073 @ 0.500000 C[0,0,1,1]
2.237073 10.725073 6.662073 @ 0.500000 C[0,0,1,1]
8.791073 11.979073 6.177073 @ 0.500000 C[0,0,1,1]
9.622073 11.051073 6.899073 @ 0.500000 C[0,0,1,1]
1.640073 11.667073 6.380073 @ 0.500000 C[0,0,1,1]
3.139073 11.902073 6.641073 @ 0.500000 C[0,0,1,1]
4.752073 12.082073 7.036073 @ 0.500000 C[0,0,1,1]
7.503073 12.208073 6.506073 @ 0.500000 C[0,0,1,1]
12.200073 11.875073 6.698073 @ 0.500000 C[0,0,1,1]
12.177073 6.183073 11.959073 @ 0.500000 C[0,0,1,1]
3.338073 0.689073 7.805073 @ 0.500000 C[0,0,1,1]
4.999073 0.386073 6.771073 @ 0.500000 C[0,0,1,1]
1.192073 0.847073 7.218073 @ 0.500000 C[0,0,1,1]
2.375073 0.923073 7.072073 @ 0.500000 C[0,0,1,1]
2.944073 1.472073 8.061073 @ 0.500000 C[0,0,1,1]
4.201073 0.606073 7.455073 @ 0.500000 C[0,0,1,1]
1.482073 1.761073 7.134073 @ 0.500000 C[0,0,1,1]
2.177073 1.987073 6.275073 @ 0.500000 C[0,0,1,1]
5.353073 0.964073 7.579073 @ 0.500000 C[0,0,1,1]
11.210073 2.386073 7.266073 @ 0.500000 C[0,0,1,1]
10.823073 12.115073 6.452073 @ 0.500000 C[0,0,1,1]
1.931073 2.543073 7.387073 @ 0.500000 C[0,0,1,1]
4.179073 2.278073 7.778073 @ 0.500000 C[0,0,1,1]
0.973073 3.022073 7.255073 @ 0.500000 C[0,0,1,1]
1.562073 3.168073 7.983073 @ 0.500000 C[0,0,1,1]
4.076073 3.735073 7.329073 @ 0.500000 C[0,0,1,1]
7.928073 3.450073 7.959073 @ 0.500000 C[0,0,1,1]
11.017073 3.469073 7.188073 @ 0.500000 C[0,0,1,1]
2.836073 4.584073 7.150073 @ 0.500000 C[0,0,1,1]
5.630073 4.138073 7.759073 @ 0.500000 C[0,0,1,1]
6.266073 3.401073 7.878073 @ 0.500000 C[0,0,1,1]
7.365073 3.735073 7.138073 @ 0.500000 C[0,0,1,1]
7.989073 4.637073 6.850073 @ 0.500000 C[0,0,1,1]
0.976073 4.604073 7.482073 @ 0.500000 C[0,0,1,1]
1.695073 5.237073 7.642073 @ 0.500000 C[0,0,1,1]
5.268073 4.990073 7.205073 @ 0.500000 C[0,0,1,1]
5.078073 4.812073 8.132073 @ 0.500000 C[0,0,1,1]
9.528073 4.435073 7.578073 @ 0.500000 C[0,0,1,1]
10.286073 5.004073 7.337073 @ 0.500000 C[0,0,1,1]
12.238073 5.113073 7.349073 @ 0.500000 C[0,0,1,1]
3.565073 5.243073 7.495073 @ 0.500000 C[0,0,1,1]
5.950073 5.275073 6.610073 @ 0.500000 C[0,0,1,1]
7.373073 5.659073 7.300073 @ 0.500000 C[0,0,1,1]
8.248073 5.975073 7.460073 @ 0.500000 C[0,0,1,1]
9.306073 5.347073 7.604073 @ 0.500000 C[0,0,1,1]
12.230073 6.029073 7.449073 @ 0.500000 C[0,0,1,1]
0.743073 5.700073 7.388073 @ 0.500000 C[0,0,1,1]
3.876073 6.563073 7.544073 @ 0.500000 C[0,0,1,1]
4.551073 5.743073 7.107073 @ 0.500000 C[0,0,1,1]
4.856073 6.814073 7.302073 @ 0.500000 C[0,0,1,1]
6.139073 7.122073 6.996073 @ 0.500000 C[0,0,1,1]
7.739073 7.049073 7.525073 @ 0.500000 C[0,0,1,1]
9.113073 6.173073 7.093073 @ 0.500000 C[0,0,1,1]
10.240073 6.464073 7.197073 @ 0.500000 C[0,0,1,1]
0.672073 7.164073 7.135073 @ 0.500000 C[0,0,1,1]
2.443073 7.986073 7.381073 @ 0.500000 C[0,0,1,1]
4.056073 6.382073 6.657073 @ 0.500000 C[0,0,1,1]
5.401073 7.749073 7.073073 @ 0.500000 C[0,0,1,1]
8.637073 7.115073 7.788073 @ 0.500000 C[0,0,1,1]
9.599073 6.994073 7.602073 @ 0.500000 C[0,0,1,1]
10.922073 7.540073 7.651073 @ 0.500000 C[0,0,1,1]
1.451073 7.741073 7.338073 @ 0.500000 C[0,0,1,1]
3.375073 8.081073 7.275073 @ 0.500000 C[0,0,1,1]
4.401073 7.935073 7.253073 @ 0.500000 C[0,0,1,1]
6.016073 8.595073 7.473073 @ 0.500000 C[0,0,1,1]
7.546073 8.303073 7.672073 @ 0.500000 C[0,0,1,1]
10.088073 7.673073 7.163073 @ 0.500000 C[0,0,1,1]
10.888073 9.271073 7.145073 @ 0.500000 C[0,0,1,1]
12.125073 7.489073 7.690073 @ 0.500000 C[0,0,1,1]
1.227073 8.753073 7.236073 @ 0.500000 C[0,0,1,1]
2.541073 9.113073 7.340073 @ 0.500000 C[0,0,1,1]
4.088073 8.854073 7.358073 @ 0.500000 C[0,0,1,1]
6.722073 9.135073 7.083073 @ 0.500000 C[0,0,1,1]
8.117073 9.031073 7.935073 @ 0.500000 C[0,0,1,1]
9.961073 7.838073 8.082073 @ 0.500000 C[0,0,1,1]
10.126073 9.834073 7.199073 @ 0.500000 C[0,0,1,1]
12.431073 8.943073 7.711073 @ 0.500000 C[0,0,1,1]
0.411073 9.152073 7.546073 @ 0.500000 C[0,0,1,1]
8.167073 9.683073 7.258073 @ 0.500000 C[0,0,1,1]
9.006073 9.829073 7.731073 @ 0.500000 C[0,0,1,1]
11.410073 9.261073 7.943073 @ 0.500000 C[0,0,1,1]
1.160073 10.242073 7.333073 @ 0.500000 C[0,0,1,1]
1.767073 10.982073 7.425073 @ 0.500000 C[0,0,1,1]
3.868073 9.986073 7.252073 @ 0.500000 C[0,0,1,1]
9.305073 10.737073 7.990073 @ 0.500000 C[0,0,1,1]
12.274073 10.580073 8.124073 @ 0.500000 C[0,0,1,1]
2.768073 10.131073 7.188073 @ 0.500000 C[0,0,1,1]
4.463073 11.599073 6.285073 @ 0.500000 C[0,0,1,1]
5.424073 10.798073 7.446073 @ 0.500000 C[0,0,1,1]
6.950073 11.284073 7.565073 @ 0.500000 C[0,0,1,1]
11.233073 11.472073 7.401073 @ 0.500000 C[0,0,1,1]
2.248073 12.434073 6.607073 @ 0.500000 C[0,0,1,1]
6.044073 11.447073 7.131073 @ 0.500000 C[0,0,1,1]
6.562073 12.204073 6.901073 @ 0.500000 C[0,0,1,1]
8.050073 11.629073 7.039073 @ 0.500000 C[0,0,1,1]
9.105073 11.847073 7.169073 @ 0.500000 C[0,0,1,1]
10.387073 11.332073 7.842073 @ 0.500000 C[0,0,1,1]
2.297073 0.354073 7.860073 @ 0.500000 C[0,0,1,1]
5.050073 0.067073 8.326073 @ 0.500000 C[0,0,1,1]
0.060073 6.119073 6.594073 @ 0.500000 C[0,0,1,1]
4.509073 1.305073 8.061073 @ 0.500000 C[0,0,1,1]
0.525073 1.260073 8.098073 @ 0.500000 C[0,0,1,1]
1.589073 1.543073 8.042073 @ 0.500000 C[0,0,1,1]
3.351073 2.621073 8.064073 @ 0.500000 C[0,0,1,1]
0.609073 2.885073 8.646073 @ 0.500000 C[0,0,1,1]
2.648073 3.184073 7.926073 @ 0.500000 C[0,0,1,1]
4.747073 3.016073 7.347073 @ 0.500000 C[0,0,1,1]
8.557073 2.997073 8.531073 @ 0.500000 C[0,0,1,1]
2.327073 3.912073 8.403073 @ 0.500000 C[0,0,1,1]
4.141073 4.390073 8.632073 @ 0.500000 C[0,0,1,1]
4.806073 3.736073 8.321073 @ 0.500000 C[0,0,1,1]
5.478073 2.643073 8.110073 @ 0.500000 C[0,0,1,1]
7.036073 2.907073 8.061073 @ 0.500000 C[0,0,1,1]
10.554073 3.719073 7.972073 @ 0.500000 C[0,0,1,1]
10.618073 3.481073 8.941073 @ 0.500000 C[0,0,1,1]
0.590073 3.831073 7.686073 @ 0.500000 C[0,0,1,1]
1.270073 3.760073 8.647073 @ 0.500000 C[0,0,1,1]
3.326073 4.136073 7.815073 @ 0.500000 C[0,0,1,1]
7.381073 4.235073 7.969073 @ 0.500000 C[0,0,1,1]
10.302073 4.492073 8.501073 @ 0.500000 C[0,0,1,1]
11.683073 3.845073 7.930073 @ 0.500000 C[0,0,1,1]
1.242073 4.713073 8.384073 @ 0.500000 C[0,0,1,1]
8.297073 4.969073 8.217073 @ 0.500000 C[0,0,1,1]
10.292073 5.551073 8.124073 @ 0.500000 C[0,0,1,1]
11.077073 4.649073 7.715073 @ 0.500000 C[0,0,1,1]
1.274073 6.131073 8.019073 @ 0.500000 C[0,0,1,1]
3.640073 5.396073 8.430073 @ 0.500000 C[0,0,1,1]
7.557073 5.507073 8.333073 @ 0.500000 C[0,0,1,1]
11.335073 6.413073 7.527073 @ 0.500000 C[0,0,1,1]
4.135073 6.284073 8.462073 @ 0.500000 C[0,0,1,1]
5.369073 6.768073 8.066073 @ 0.500000 C[0,0,1,1]
6.104073 6.367073 7.511073 @ 0.500000 C[0,0,1,1]
7.265073 6.511073 8.144073 @ 0.500000 C[0,0,1,1]
8.863073 6.202073 8.367073 @ 0.500000 C[0,0,1,1]
9.780073 6.327073 8.584073 @ 0.500000 C[0,0,1,1]
10.657073 6.803073 8.191073 @ 0.500000 C[0,0,1,1]
12.139073 5.940073 8.490073 @ 0.500000 C[0,0,1,1]
0.851073 7.141073 8.093073 @ 0.500000 C[0,0,1,1]
2.718073 7.513073 8.189073 @ 0.500000 C[0,0,1,1]
3.949073 7.460073 7.913073 @ 0.500000 C[0,0,1,1]
5.910073 7.855073 8.060073 @ 0.500000 C[0,0,1,1]
10.071073 7.130073 8.861073 @ 0.500000 C[0,0,1,1]
0.777073 8.044073 8.299073 @ 0.500000 C[0,0,1,1]
2.601073 8.588073 8.300073 @ 0.500000 C[0,0,1,1]
4.857073 7.723073 8.269073 @ 0.500000 C[0,0,1,1]
7.064073 8.757073 8.356073 @ 0.500000 C[0,0,1,1]
9.778073 8.778073 8.413073 @ 0.500000 C[0,0,1,1]
2.060073 9.483073 8.078073 @ 0.500000 C[0,0,1,1]
4.249073 8.817073 8.505073 @ 0.500000 C[0,0,1,1]
8.361073 8.186073 8.176073 @ 0.500000 C[0,0,1,1]
10.709073 8.593073 8.217073 @ 0.500000 C[0,0,1,1]
11.798073 8.527073 8.675073 @ 0.500000 C[0,0,1,1]
0.714073 9.862073 8.098073 @ 0.500000 C[0,0,1,1]
3.199073 9.479073 8.020073 @ 0.500000 C[0,0,1,1]
5.570073 9.482073 7.688073 @ 0.500000 C[0,0,1,1]
8.931073 9.652073 8.618073 @ 0.500000 C[0,0,1,1]
10.429073 9.681073 8.354073 @ 0.500000 C[0,0,1,1]
2.322073 10.572073 8.085073 @ 0.500000 C[0,0,1,1]
4.818073 10.037073 8.015073 @ 0.500000 C[0,0,1,1]
6.337073 10.511073 7.624073 @ 0.500000 C[0,0,1,1]
8.233073 10.835073 8.208073 @ 0.500000 C[0,0,1,1]
8.635073 10.854073 7.315073 @ 0.500000 C[0,0,1,1]
9.912073 10.588073 8.669073 @ 0.500000 C[0,0,1,1]
11.229073 10.525073 8.101073 @ 0.500000 C[0,0,1,1]
1.358073 11.558073 8.237073 @ 0.500000 C[0,0,1,1]
2.670073 11.495073 7.666073 @ 0.500000 C[0,0,1,1]
3.188073 11.800073 8.441073 @ 0.500000 C[0,0,1,1]
4.067073 10.916073 7.434073 @ 0.500000 C[0,0,1,1]
4.833073 10.889073 8.426073 @ 0.500000 C[0,0,1,1]
6.446073 11.715073 8.427073 @ 0.500000 C[0,0,1,1]
7.536073 11.613073 8.272073 @ 0.500000 C[0,0,1,1]
11.811073 11.386073 8.330073 @ 0.500000 C[0,0,1,1]
4.803073 12.010073 8.101073 @ 0.500000 C[0,0,1,1]
5.651073 12.175073 7.685073 @ 0.500000 C[0,0,1,1]
8.560073 11.995073 8.013073 @ 0.500000 C[0,0,1,1]
1.213073 0.807073 8.988073 @ 0.500000 C[0,0,1,1]
3.496073 0.513073 9.112073 @ 0.500000 C[0,0,1,1]
4.767073 0.613073 9.036073 @ 0.500000 C[0,0,1,1]
6.744073 0.648073 9.064073 @ 0.500000 C[0,0,1,1]
7.603073 0.933073 9.221073 @ 0.500000 C[0,0,1,1]
0.206073 4.367073 3.279073 @ 0.500000 C[0,0,1,1]
0.879073 1.873073 8.743073 @ 0.500000 C[0,0,1,1]
1.840073 1.137073 9.656073 @ 0.500000 C[0,0,1,1]
2.640073 0.383073 8.746073 @ 0.500000 C[0,0,1,1]
3.556073 1.417073 9.266073 @ 0.500000 C[0,0,1,1]
2.154073 1.352073 8.762073 @ 0.500000 C[0,0,1,1]
1.818073 2.333073 8.751073 @ 0.500000 C[0,0,1,1]
2.260073 3.129073 8.943073 @ 0.500000 C[0,0,1,1]
4.369073 2.337073 9.637073 @ 0.500000 C[0,0,1,1]
5.931073 2.320073 8.908073 @ 0.500000 C[0,0,1,1]
11.797073 3.138073 9.190073 @ 0.500000 C[0,0,1,1]
4.783073 2.829073 8.654073 @ 0.500000 C[0,0,1,1]
7.066073 3.181073 8.926073 @ 0.500000 C[0,0,1,1]
9.556073 4.188073 8.989073 @ 0.500000 C[0,0,1,1]
3.708073 6.496073 12.058073 @ 0.500000 C[0,0,1,1]
3.617073 3.677073 9.014073 @ 0.500000 C[0,0,1,1]
9.112073 3.755073 8.255073 @ 0.500000 C[0,0,1,1]
11.435073 4.347073 8.660073 @ 0.500000 C[0,0,1,1]
0.589073 5.413073 8.353073 @ 0.500000 C[0,0,1,1]
2.087073 5.094073 8.730073 @ 0.500000 C[0,0,1,1]
3.009073 4.739073 8.678073 @ 0.500000 C[0,0,1,1]
5.579073 5.074073 9.078073 @ 0.500000 C[0,0,1,1]
6.151073 3.712073 8.925073 @ 0.500000 C[0,0,1,1]
11.467073 5.414073 8.160073 @ 0.500000 C[0,0,1,1]
1.170073 6.059073 8.954073 @ 0.500000 C[0,0,1,1]
2.790073 5.647073 8.966073 @ 0.500000 C[0,0,1,1]
5.590073 6.017073 9.394073 @ 0.500000 C[0,0,1,1]
7.585073 6.131073 9.010073 @ 0.500000 C[0,0,1,1]
8.510073 5.580073 9.232073 @ 0.500000 C[0,0,1,1]
9.091073 5.216073 8.572073 @ 0.500000 C[0,0,1,1]
10.718073 5.891073 9.735073 @ 0.500000 C[0,0,1,1]
1.300073 7.104073 9.070073 @ 0.500000 C[0,0,1,1]
3.144073 6.518073 8.853073 @ 0.500000 C[0,0,1,1]
4.924073 6.480073 8.956073 @ 0.500000 C[0,0,1,1]
6.429073 5.781073 8.975073 @ 0.500000 C[0,0,1,1]
9.050073 6.516073 9.251073 @ 0.500000 C[0,0,1,1]
10.205073 6.715073 9.830073 @ 0.500000 C[0,0,1,1]
1.949073 7.772073 8.748073 @ 0.500000 C[0,0,1,1]
2.300073 6.755073 9.291073 @ 0.500000 C[0,0,1,1]
4.097073 7.219073 8.813073 @ 0.500000 C[0,0,1,1]
6.452073 7.145073 8.541073 @ 0.500000 C[0,0,1,1]
8.557073 7.246073 8.866073 @ 0.500000 C[0,0,1,1]
11.838073 6.848073 8.659073 @ 0.500000 C[0,0,1,1]
1.115073 8.147073 9.159073 @ 0.500000 C[0,0,1,1]
3.428073 8.211073 8.690073 @ 0.500000 C[0,0,1,1]
7.395073 7.910073 8.702073 @ 0.500000 C[0,0,1,1]
11.052073 7.961073 8.842073 @ 0.500000 C[0,0,1,1]
0.119073 8.126073 5.903073 @ 0.500000 C[0,0,1,1]
0.462073 9.598073 9.259073 @ 0.500000 C[0,0,1,1]
1.615073 8.785073 8.635073 @ 0.500000 C[0,0,1,1]
2.668073 9.378073 8.815073 @ 0.500000 C[0,0,1,1]
6.405073 8.654073 9.560073 @ 0.500000 C[0,0,1,1]
6.767073 9.408073 9.106073 @ 0.500000 C[0,0,1,1]
11.964073 8.474073 9.602073 @ 0.500000 C[0,0,1,1]
1.785073 9.809073 9.222073 @ 0.500000 C[0,0,1,1]
4.048073 9.764073 8.427073 @ 0.500000 C[0,0,1,1]
5.515073 9.583073 8.679073 @ 0.500000 C[0,0,1,1]
7.472073 9.878073 8.653073 @ 0.500000 C[0,0,1,1]
9.965073 9.919073 9.318073 @ 0.500000 C[0,0,1,1]
1.104073 10.350073 8.790073 @ 0.500000 C[0,0,1,1]
2.987073 10.557073 9.164073 @ 0.500000 C[0,0,1,1]
4.754073 10.242073 9.140073 @ 0.500000 C[0,0,1,1]
5.773073 10.554073 8.884073 @ 0.500000 C[0,0,1,1]
7.022073 10.726073 8.690073 @ 0.500000 C[0,0,1,1]
9.148073 10.771073 9.452073 @ 0.500000 C[0,0,1,1]
11.234073 9.873073 8.784073 @ 0.500000 C[0,0,1,1]
11.797073 10.545073 9.078073 @ 0.500000 C[0,0,1,1]
1.464073 11.377073 9.154073 @ 0.500000 C[0,0,1,1]
2.157073 12.010073 8.370073 @ 0.500000 C[0,0,1,1]
2.547073 11.416073 9.328073 @ 0.500000 C[0,0,1,1]
3.546073 10.936073 8.341073 @ 0.500000 C[0,0,1,1]
5.718073 11.590073 9.065073 @ 0.500000 C[0,0,1,1]
9.286073 11.500073 8.784073 @ 0.500000 C[0,0,1,1]
10.929073 11.834073 8.451073 @ 0.500000 C[0,0,1,1]
1.918073 12.415073 9.456073 @ 0.500000 C[0,0,1,1]
4.394073 11.703073 8.907073 @ 0.500000 C[0,0,1,1]
7.369073 11.378073 9.561073 @ 0.500000 C[0,0,1,1]
8.368073 11.389073 9.334073 @ 0.500000 C[0,0,1,1]
10.020073 11.949073 9.135073 @ 0.500000 C[0,0,1,1]
1.892073 0.201073 9.452073 @ 0.500000 C[0,0,1,1]
5.803073 0.363073 9.069073 @ 0.500000 C[0,0,1,1]
0.856073 1.570073 9.660073 @ 0.500000 C[0,0,1,1]
7.086073 1.758073 9.206073 @ 0.500000 C[0,0,1,1]
7.774073 1.651073 10.565073 @ 0.500000 C[0,0,1,1]
2.025073 2.118073 9.693073 @ 0.500000 C[0,0,1,1]
5.070073 1.859073 9.101073 @ 0.500000 C[0,0,1,1]
4.537073 1.409073 10.168073 @ 0.500000 C[0,0,1,1]
6.557073 1.282073 9.825073 @ 0.500000 C[0,0,1,1]
7.769073 2.134073 9.765073 @ 0.500000 C[0,0,1,1]
0.786073 2.730073 9.685073 @ 0.500000 C[0,0,1,1]
3.140073 2.812073 9.331073 @ 0.500000 C[0,0,1,1]
9.318073 2.437073 9.841073 @ 0.500000 C[0,0,1,1]
11.814073 2.943073 10.167073 @ 0.500000 C[0,0,1,1]
0.684073 4.237073 9.670073 @ 0.500000 C[0,0,1,1]
2.915073 3.649073 10.058073 @ 0.500000 C[0,0,1,1]
3.857073 3.173073 9.985073 @ 0.500000 C[0,0,1,1]
5.421073 2.678073 9.872073 @ 0.500000 C[0,0,1,1]
6.589073 2.639073 9.629073 @ 0.500000 C[0,0,1,1]
8.032073 4.077073 9.031073 @ 0.500000 C[0,0,1,1]
9.653073 3.332073 9.841073 @ 0.500000 C[0,0,1,1]
11.369073 3.778073 9.765073 @ 0.500000 C[0,0,1,1]
2.410073 4.171073 9.395073 @ 0.500000 C[0,0,1,1]
1.833073 4.342073 10.103073 @ 0.500000 C[0,0,1,1]
5.162073 3.661073 9.243073 @ 0.500000 C[0,0,1,1]
6.553073 4.621073 9.037073 @ 0.500000 C[0,0,1,1]
7.399073 4.426073 9.649073 @ 0.500000 C[0,0,1,1]
8.570073 3.733073 9.698073 @ 0.500000 C[0,0,1,1]
9.629073 4.263073 10.026073 @ 0.500000 C[0,0,1,1]
10.828073 4.603073 9.623073 @ 0.500000 C[0,0,1,1]
11.899073 4.934073 9.304073 @ 0.500000 C[0,0,1,1]
1.093073 5.060073 9.318073 @ 0.500000 C[0,0,1,1]
3.365073 5.011073 9.731073 @ 0.500000 C[0,0,1,1]
4.997073 4.487073 9.718073 @ 0.500000 C[0,0,1,1]
8.423073 4.767073 9.651073 @ 0.500000 C[0,0,1,1]
9.462073 5.163073 9.907073 @ 0.500000 C[0,0,1,1]
10.738073 5.331073 8.996073 @ 0.500000 C[0,0,1,1]
1.547073 6.094073 9.820073 @ 0.500000 C[0,0,1,1]
7.169073 5.743073 10.181073 @ 0.500000 C[0,0,1,1]
2.548073 6.088073 9.865073 @ 0.500000 C[0,0,1,1]
3.568073 6.047073 9.919073 @ 0.500000 C[0,0,1,1]
10.830073 7.438073 9.733073 @ 0.500000 C[0,0,1,1]
1.376073 7.139073 9.994073 @ 0.500000 C[0,0,1,1]
3.397073 7.060073 9.760073 @ 0.500000 C[0,0,1,1]
4.389073 7.007073 9.670073 @ 0.500000 C[0,0,1,1]
5.207073 7.307073 9.517073 @ 0.500000 C[0,0,1,1]
6.592073 6.752073 9.408073 @ 0.500000 C[0,0,1,1]
7.060073 7.664073 9.572073 @ 0.500000 C[0,0,1,1]
0.275073 7.906073 9.847073 @ 0.500000 C[0,0,1,1]
2.295073 8.000073 10.308073 @ 0.500000 C[0,0,1,1]
5.516073 8.466073 9.088073 @ 0.500000 C[0,0,1,1]
8.572073 8.129073 9.304073 @ 0.500000 C[0,0,1,1]
11.497073 7.696073 10.354073 @ 0.500000 C[0,0,1,1]
0.159073 8.852073 9.759073 @ 0.500000 C[0,0,1,1]
2.115073 8.658073 9.484073 @ 0.500000 C[0,0,1,1]
